
corners1,fuerasDeJuego2,fuerasDeJuego1,faltasCometidas1,balonesRecuperados2,balonesPerdidos2,result2,faltasSancionadas2,faltasSancionadas1,result1,targetasRojas2,targetasRojas1,intervencionesPortero2,posesion1,rematesPuerta1,rematesPuerta2,season,faltasCometidas2,intervencionesPortero1,team1,team2,balonesRecuperados1,rematesEntreTresPalos2,penalties2,penalties1,rematesEntreTresPalos1,targetasAmarilas2,balonesPerdidos1,targetasAmarilas1,day,corners2
5,3,3,11,57,82,0,11,12,1,0,0,6,,13,7,Temporada 2012-13,12,1,Barcelona,Valencia,61,1,0,0,6,3,77,1,Jornada 3,5
9,2,0,6,75,87,0,6,7,2,0,0,6,,17,8,Temporada 2012-13,7,1,Athletic,Valladolid,69,1,0,0,5,1,95,0,Jornada 3,4
4,4,2,5,74,92,0,5,15,2,0,0,6,,11,7,Temporada 2012-13,15,4,Celta,Osasuna,66,3,0,0,4,4,98,1,Jornada 3,6
6,2,3,21,57,77,0,21,11,1,0,0,9,,15,10,Temporada 2012-13,11,4,Mallorca,R. Sociedad,59,4,0,0,5,2,79,5,Jornada 3,3
10,3,3,21,60,98,1,21,14,0,0,0,7,,11,11,Temporada 2012-13,14,5,Zaragoza,Málaga,64,4,0,0,4,5,99,1,Jornada 3,10
6,6,6,8,83,104,1,8,13,1,0,0,5,,10,13,Temporada 2012-13,13,5,Deportivo,Getafe,82,5,0,0,5,2,114,2,Jornada 3,6
3,2,3,12,77,110,1,12,11,2,1,0,2,,11,14,Temporada 2012-13,11,8,Getafe,R. Madrid,88,6,0,0,3,1,109,3,Jornada 2,7
2,5,2,15,53,81,3,15,10,3,0,0,2,,13,13,Temporada 2012-13,10,6,Valencia,Deportivo,60,8,0,0,5,3,81,6,Jornada 2,10
,1,3,15,60,91,1,15,14,1,1,0,,,18,9,Temporada 2012-13,14,,Granada,Sevilla,63,3,0,0,6,2,89,4,Jornada 2,
4,3,7,17,76,109,2,17,11,1,0,1,4,,16,16,Temporada 2012-13,11,13,Osasuna,Barcelona,73,12,0,0,5,3,102,6,Jornada 2,7
7,2,1,17,65,93,1,17,16,2,0,0,9,,15,14,Temporada 2012-13,16,4,R. Sociedad,Celta,68,4,0,0,8,2,87,5,Jornada 2,7
14,1,1,8,63,84,1,8,14,1,0,1,9,,18,9,Temporada 2012-13,14,5,Málaga,Mallorca,58,4,0,0,5,4,84,2,Jornada 2,4
5,3,4,15,53,72,2,15,21,1,0,0,6,,9,10,Temporada 2012-13,21,5,Espanyol,Zaragoza,48,5,0,0,1,4,79,6,Jornada 2,3
6,1,1,11,69,87,2,11,14,1,0,0,9,,13,18,Temporada 2012-13,14,9,Betis,Rayo,61,5,0,0,5,4,91,3,Jornada 2,8
3,3,3,13,68,99,0,13,9,1,0,0,5,,16,14,Temporada 2012-13,9,3,Rayo,Granada,72,4,0,0,3,0,105,2,Jornada 1,5
4,4,1,15,67,103,1,15,14,0,0,0,4,,11,7,Temporada 2012-13,14,2,Zaragoza,Valladolid,72,2,0,0,3,5,101,2,Jornada 1,4
12,3,4,10,57,93,1,10,16,1,0,0,12,,24,5,Temporada 2012-13,16,3,R. Madrid,Valencia,68,1,0,0,10,4,84,1,Jornada 1,5
9,3,3,9,55,79,1,9,12,5,0,0,5,,18,5,Temporada 2012-13,12,2,Barcelona,R. Sociedad,58,2,0,0,10,3,71,2,Jornada 1,1
3,0,0,15,69,97,1,15,7,1,0,0,2,,6,10,Temporada 2012-13,7,6,Levante,Atlético,75,4,0,0,2,1,97,2,Jornada 1,6
7,5,1,14,56,84,1,14,14,2,0,0,9,,17,13,Temporada 2012-13,14,5,Mallorca,Espanyol,69,5,0,0,11,2,86,3,Jornada 1,4
11,4,0,12,73,100,5,12,17,3,0,0,7,,17,13,Temporada 2012-13,17,5,Athletic,Betis,75,9,0,0,9,2,99,2,Jornada 1,4
8,4,1,15,67,99,1,15,16,2,0,0,4,,16,10,Temporada 2012-13,16,5,Sevilla,Getafe,77,3,0,0,5,4,97,4,Jornada 1,8
8,2,2,12,53,74,1,12,9,0,0,0,6,,17,16,Temporada 2012-13,9,6,Celta,Málaga,58,8,0,0,6,0,77,2,Jornada 1,9
7,5,1,17,76,101,1,17,11,3,1,0,10,,20,11,Temporada 2012-13,11,7,Rayo,Getafe,73,5,0,0,10,1,107,1,Jornada 18,2
1,5,3,16,71,96,2,16,13,2,0,0,6,,9,11,Temporada 2012-13,13,5,Getafe,Granada,72,3,0,0,8,2,99,4,Jornada 19,7
5,0,2,12,69,101,1,12,11,1,0,0,6,,10,16,Temporada 2012-13,11,6,Betis,Athletic,76,5,0,0,3,3,93,3,Jornada 20,8
10,1,1,12,67,105,0,12,15,0,0,0,8,,22,2,Temporada 2012-13,15,2,Betis,Valladolid,82,0,0,0,5,4,94,2,Jornada 23,3
6,4,3,11,48,94,0,11,18,3,0,0,5,,22,8,Temporada 2012-13,18,3,Sevilla,Granada,74,3,0,0,8,4,78,2,Jornada 21,4
6,1,1,19,69,94,1,19,12,1,0,0,6,,13,12,Temporada 2012-13,12,2,Valencia,Barcelona,73,2,0,0,4,1,92,3,Jornada 22,5
8,1,2,20,71,106,0,20,19,1,0,0,7,,12,7,Temporada 2012-13,19,6,Espanyol,Betis,74,2,0,0,5,1,107,3,Jornada 24,5
7,2,0,10,86,102,2,10,21,0,0,0,6,,8,0,Temporada 2012-13,21,7,Levante,Osasuna,73,0,0,0,4,2,108,0,Jornada 25,2
1,8,2,11,64,98,1,11,9,4,0,0,7,,12,14,Temporada 2012-13,9,8,Sevilla,Celta,69,5,0,0,7,1,92,1,Jornada 26,3
12,6,1,6,71,95,3,6,15,3,0,0,11,,14,17,Temporada 2012-13,15,4,R. Sociedad,Betis,74,5,0,0,8,5,91,1,Jornada 26,4
3,1,1,16,82,94,0,16,20,0,0,0,6,,6,15,Temporada 2012-13,20,4,Málaga,Atlético,62,2,0,0,2,4,111,2,Jornada 26,4
8,2,3,7,75,115,2,7,22,0,0,0,9,,19,12,Temporada 2012-13,22,8,Osasuna,Atlético,86,7,0,0,6,4,114,1,Jornada 28,7
3,1,1,13,63,95,1,13,13,2,0,0,5,,15,10,Temporada 2012-13,13,5,Sevilla,Athletic,76,1,0,0,5,7,90,5,Jornada 30,2
9,2,6,12,86,103,2,12,14,0,0,0,14,,14,11,Temporada 2012-13,14,6,Celta,Rayo,72,7,0,0,3,5,119,5,Jornada 30,4
9,4,1,17,61,95,0,17,19,1,0,0,11,,13,7,Temporada 2012-13,19,5,Mallorca,Celta,69,2,0,0,6,1,90,3,Jornada 31,1
2,4,1,16,71,89,3,16,14,0,0,0,2,,11,11,Temporada 2012-13,14,5,Zaragoza,Barcelona,70,7,0,0,2,2,92,3,Jornada 31,7
4,5,4,19,64,89,1,19,13,2,0,0,10,,16,10,Temporada 2012-13,13,5,Celta,Zaragoza,55,4,0,0,5,4,91,6,Jornada 32,5
1,4,4,21,72,100,2,21,18,0,0,1,1,,6,10,Temporada 2012-13,18,11,Getafe,Espanyol,76,7,0,0,2,7,107,5,Jornada 32,7
8,1,1,16,72,104,2,16,19,4,0,0,4,,19,15,Temporada 2012-13,19,9,R. Sociedad,Valencia,71,7,0,0,6,4,99,3,Jornada 33,7
8,2,4,17,66,91,1,17,19,1,0,0,5,,20,12,Temporada 2012-13,19,7,Betis,Deportivo,70,6,0,0,4,4,87,5,Jornada 33,3
3,3,4,15,69,93,1,15,10,2,0,0,8,,13,13,Temporada 2012-13,10,5,Málaga,Getafe,65,4,0,0,7,3,88,3,Jornada 33,8
5,3,3,18,79,104,1,18,17,0,0,0,6,,9,10,Temporada 2012-13,17,7,Espanyol,Granada,88,3,0,0,2,1,106,1,Jornada 33,2
2,2,3,12,66,96,1,12,9,1,0,0,7,,13,14,Temporada 2012-13,9,9,Valladolid,Sevilla,70,6,0,0,6,2,99,2,Jornada 33,8
2,6,1,17,80,107,2,17,15,1,0,0,10,,11,6,Temporada 2012-13,15,3,Atlético,R. Madrid,82,5,0,0,4,4,106,4,Jornada 33,2
2,4,3,17,84,111,2,17,11,2,0,0,2,,7,15,Temporada 2012-13,11,6,Athletic,Barcelona,91,7,0,0,5,2,116,3,Jornada 33,1
9,4,2,14,65,80,1,14,11,0,0,0,7,,11,0,Temporada 2012-13,11,7,Levante,Celta,56,0,0,0,2,5,87,2,Jornada 33,4
9,2,1,8,68,112,2,8,19,2,0,0,8,,11,4,Temporada 2012-13,19,6,Rayo,Osasuna,70,3,0,0,5,3,107,0,Jornada 33,4
7,1,6,16,59,94,2,16,27,3,0,0,7,,13,11,Temporada 2012-13,27,6,Zaragoza,Mallorca,56,4,0,0,6,2,85,4,Jornada 33,4
5,1,3,15,67,102,1,15,11,2,0,0,9,,15,10,Temporada 2012-13,11,5,Getafe,R. Sociedad,79,4,0,0,6,3,93,3,Jornada 34,8
7,4,0,11,54,73,0,11,13,3,0,0,3,,16,11,Temporada 2012-13,13,7,Sevilla,Espanyol,50,5,0,0,6,2,78,1,Jornada 34,1
5,1,3,10,49,94,0,10,11,3,0,0,6,,16,7,Temporada 2012-13,11,4,Zaragoza,Rayo,67,3,0,0,7,2,75,3,Jornada 34,7
,4,5,12,71,105,2,12,10,4,0,0,7,,19,5,Temporada 2012-13,10,2,Barcelona,Betis,78,4,0,0,12,1,94,1,Jornada 34,
10,2,4,15,56,95,1,15,13,1,0,0,9,,0,3,Temporada 2012-13,13,2,Mallorca,Levante,70,1,0,0,0,2,82,0,Jornada 34,1
5,0,5,11,76,106,0,11,12,0,0,0,5,,10,9,Temporada 2012-13,12,1,Deportivo,Atlético,84,1,0,0,4,1,105,0,Jornada 34,10
7,2,2,7,73,93,3,7,10,4,0,0,9,,27,14,Temporada 2012-13,10,7,R. Madrid,Valladolid,70,6,0,0,12,3,90,1,Jornada 34,10
7,4,2,15,50,93,0,15,16,4,1,0,8,,18,6,Temporada 2012-13,16,7,Valencia,Osasuna,66,2,0,0,7,4,79,2,Jornada 34,7
6,4,2,22,59,90,0,22,13,1,0,0,4,,13,10,Temporada 2012-13,13,11,Granada,Málaga,70,5,0,0,3,2,88,4,Jornada 34,2
9,1,3,10,65,92,1,10,13,1,0,0,11,,21,8,Temporada 2012-13,13,5,Celta,Athletic,49,4,0,0,8,4,86,1,Jornada 34,4
6,1,2,14,75,102,0,14,10,0,0,0,8,,13,12,Temporada 2012-13,10,8,Osasuna,R. Sociedad,74,6,0,0,4,4,99,3,Jornada 32,8
4,0,0,12,57,77,1,12,16,0,0,0,6,,10,8,Temporada 2012-13,16,2,Sevilla,Atlético,54,1,0,0,4,5,79,1,Jornada 32,1
5,3,1,23,53,98,1,23,15,5,0,0,8,,14,11,Temporada 2012-13,15,4,Valencia,Málaga,75,3,0,0,11,5,89,3,Jornada 32,8
,5,0,12,66,106,1,12,13,1,0,0,11,,27,3,Temporada 2012-13,13,4,Granada,Valladolid,78,3,0,0,10,0,98,3,Jornada 32,
7,8,2,8,52,71,1,8,14,3,0,0,6,,20,20,Temporada 2012-13,14,7,R. Madrid,Betis,53,9,0,0,9,1,83,3,Jornada 32,5
5,2,3,27,68,94,1,27,12,1,0,0,9,,11,19,Temporada 2012-13,12,4,Mallorca,Rayo,63,6,0,0,6,5,91,3,Jornada 32,3
5,2,1,12,57,86,0,12,16,5,0,0,5,,14,14,Temporada 2012-13,16,9,Atlético,Granada,60,8,0,0,8,3,86,1,Jornada 31,1
9,3,3,13,65,87,2,13,8,0,0,0,9,,11,11,Temporada 2012-13,8,4,Rayo,R. Sociedad,64,5,0,0,5,3,89,5,Jornada 31,6
7,3,3,16,77,106,3,16,11,0,0,0,7,,11,14,Temporada 2012-13,11,3,Athletic,R. Madrid,79,6,0,0,3,2,106,3,Jornada 31,5
7,2,2,11,78,103,4,11,4,0,0,0,6,,21,18,Temporada 2012-13,4,5,Levante,Deportivo,84,9,0,0,4,1,98,2,Jornada 31,5
6,4,2,11,66,101,1,11,14,2,1,0,10,,21,11,Temporada 2012-13,14,4,Valladolid,Getafe,64,3,0,0,10,2,88,2,Jornada 31,5
6,2,2,13,70,89,3,13,11,3,0,1,4,,17,17,Temporada 2012-13,11,7,Espanyol,Valencia,71,6,0,0,6,2,92,2,Jornada 31,6
10,3,3,14,68,108,0,14,19,1,0,0,11,,16,10,Temporada 2012-13,19,2,Málaga,Osasuna,73,1,0,0,9,4,92,2,Jornada 31,2
5,0,5,12,46,74,3,12,14,3,1,0,3,,26,12,Temporada 2012-13,14,3,Betis,Sevilla,49,5,0,0,4,2,65,5,Jornada 31,1
1,0,1,10,75,98,0,10,20,0,0,0,6,,17,11,Temporada 2012-13,20,6,Getafe,Atlético,66,5,0,0,5,5,100,2,Jornada 30,7
5,0,0,3,71,108,1,3,12,2,0,0,16,,29,8,Temporada 2012-13,12,8,Valencia,Valladolid,79,5,0,0,13,2,89,1,Jornada 30,5
5,3,2,13,72,96,2,13,18,0,0,0,5,,13,10,Temporada 2012-13,18,2,Osasuna,Espanyol,74,4,0,0,3,4,101,4,Jornada 30,6
5,2,2,12,63,90,0,12,14,5,0,0,5,,22,13,Temporada 2012-13,14,5,Barcelona,Mallorca,68,3,0,0,9,1,79,1,Jornada 30,5
6,8,4,13,54,76,2,13,18,3,0,0,5,,12,7,Temporada 2012-13,18,4,Deportivo,Zaragoza,51,3,0,0,8,5,77,4,Jornada 30,4
6,4,2,8,48,87,1,8,8,5,0,0,10,,36,8,Temporada 2012-13,8,6,R. Madrid,Levante,71,4,0,0,12,0,69,1,Jornada 30,5
5,3,0,13,76,110,2,13,16,4,0,0,4,,7,8,Temporada 2012-13,16,3,R. Sociedad,Málaga,77,4,0,0,6,2,102,2,Jornada 30,2
17,5,5,14,72,98,5,14,8,1,0,0,8,,23,13,Temporada 2012-13,8,3,Granada,Betis,75,9,0,0,5,2,93,4,Jornada 30,2
4,0,2,9,67,90,2,9,16,0,0,0,10,,15,9,Temporada 2012-13,16,4,Málaga,Espanyol,65,5,0,0,3,3,96,2,Jornada 28,5
6,2,0,9,80,96,1,9,18,3,0,0,6,,19,17,Temporada 2012-13,18,7,Barcelona,Rayo,72,8,0,0,10,4,97,1,Jornada 28,10
7,6,1,15,62,96,0,15,13,4,0,0,5,,17,9,Temporada 2012-13,13,7,Sevilla,Zaragoza,65,2,0,0,7,3,88,2,Jornada 28,2
4,2,5,17,60,100,1,17,15,1,0,0,5,,13,7,Temporada 2012-13,15,3,Granada,Levante,72,1,0,0,5,6,90,7,Jornada 28,1
9,5,2,17,62,103,0,17,11,3,1,0,11,,16,9,Temporada 2012-13,11,9,Valencia,Betis,81,4,0,0,6,3,93,3,Jornada 28,4
11,1,1,9,59,88,2,9,11,5,0,0,14,,24,15,Temporada 2012-13,11,5,R. Madrid,Mallorca,62,5,0,0,14,1,79,0,Jornada 28,4
8,0,3,12,58,92,0,12,12,1,0,0,10,,18,10,Temporada 2012-13,12,6,Getafe,Athletic,69,2,0,0,9,4,82,2,Jornada 28,6
4,2,2,3,61,94,1,3,12,4,0,0,8,,20,13,Temporada 2012-13,12,4,R. Sociedad,Valladolid,75,5,0,0,11,1,84,0,Jornada 28,7
8,10,5,11,52,100,1,11,19,3,1,0,5,,17,10,Temporada 2012-13,19,4,Deportivo,Celta,80,1,0,0,8,3,85,2,Jornada 28,3
11,7,4,13,89,116,3,13,13,1,0,0,7,,10,11,Temporada 2012-13,13,9,Valladolid,Osasuna,83,6,0,0,3,1,123,1,Jornada 29,7
4,1,2,18,72,95,2,18,19,2,0,0,7,,7,16,Temporada 2012-13,19,6,Espanyol,R. Sociedad,69,5,0,0,4,4,98,2,Jornada 29,5
6,1,0,21,79,102,1,21,8,1,0,0,6,,9,15,Temporada 2012-13,8,6,Atlético,Valencia,66,3,0,0,5,3,106,3,Jornada 29,7
10,7,3,12,84,112,3,12,6,2,0,0,5,,19,14,Temporada 2012-13,6,9,Mallorca,Deportivo,92,10,0,0,5,1,108,3,Jornada 29,4
3,0,10,17,59,87,1,17,13,1,0,0,6,,12,16,Temporada 2012-13,13,7,Zaragoza,R. Madrid,58,7,0,0,5,3,84,3,Jornada 29,3
5,6,5,15,68,76,2,15,11,2,0,0,2,,7,9,Temporada 2012-13,11,3,Celta,Barcelona,50,4,0,0,2,3,88,4,Jornada 29,9
6,2,0,16,60,76,0,16,14,1,0,0,9,,14,25,Temporada 2012-13,14,9,Levante,Sevilla,52,8,0,0,4,3,79,4,Jornada 29,5
4,2,1,14,75,102,3,14,4,1,0,0,10,,14,11,Temporada 2012-13,4,4,Rayo,Málaga,81,5,0,0,6,1,105,2,Jornada 29,4
6,5,7,13,71,94,0,13,10,0,0,0,9,,8,15,Temporada 2012-13,10,9,Betis,Getafe,67,7,0,0,4,2,100,4,Jornada 29,5
3,4,2,14,97,123,0,14,18,1,0,0,8,,14,7,Temporada 2012-13,18,6,Athletic,Granada,94,4,0,0,6,1,130,3,Jornada 29,8
3,3,8,15,70,101,0,15,18,0,0,0,12,,8,12,Temporada 2012-13,18,7,Zaragoza,Granada,62,3,0,0,3,2,99,3,Jornada 27,7
9,0,12,10,76,88,2,10,6,1,0,0,12,,19,23,Temporada 2012-13,6,15,Celta,R. Madrid,59,12,0,0,11,1,91,2,Jornada 27,6
7,1,1,17,81,88,0,17,17,1,0,0,6,,9,16,Temporada 2012-13,17,11,Athletic,Valencia,64,5,0,0,4,6,108,1,Jornada 27,6
7,6,0,20,63,100,1,20,14,0,0,0,4,,20,10,Temporada 2012-13,14,5,Atlético,R. Sociedad,72,3,0,0,3,2,94,5,Jornada 27,5
6,2,0,19,89,112,0,19,11,0,0,0,10,,13,13,Temporada 2012-13,11,7,Levante,Getafe,81,3,0,0,4,3,113,2,Jornada 27,3
,6,2,14,73,104,0,14,10,2,0,0,,,12,4,Temporada 2012-13,10,,Barcelona,Deportivo,84,0,0,0,7,1,97,2,Jornada 27,
7,1,1,13,86,116,0,13,12,2,0,0,13,,14,15,Temporada 2012-13,12,6,Rayo,Espanyol,78,3,0,0,8,4,113,4,Jornada 27,7
8,1,0,12,82,113,1,12,12,1,0,0,6,,9,5,Temporada 2012-13,12,5,Valladolid,Málaga,86,0,0,0,4,1,117,1,Jornada 27,1
6,3,1,21,46,70,1,21,9,2,0,0,4,,10,16,Temporada 2012-13,9,4,Mallorca,Sevilla,52,5,0,0,7,2,71,4,Jornada 27,9
,2,4,16,82,104,1,16,18,2,1,0,7,,9,15,Temporada 2012-13,18,7,Betis,Osasuna,63,4,0,0,5,4,99,5,Jornada 27,
7,1,3,20,55,79,2,20,18,1,0,0,7,,10,8,Temporada 2012-13,18,6,Granada,Mallorca,57,6,0,0,5,2,83,1,Jornada 26,1
9,3,5,12,60,109,1,12,17,0,0,0,11,,16,7,Temporada 2012-13,17,2,Osasuna,Athletic,75,2,0,0,7,4,103,1,Jornada 26,4
3,3,3,13,71,98,0,13,18,0,0,0,9,,13,18,Temporada 2012-13,18,7,Deportivo,Rayo,66,5,0,0,5,4,98,3,Jornada 26,7
4,0,0,21,56,74,1,21,19,2,1,0,6,,14,5,Temporada 2012-13,19,3,R. Madrid,Barcelona,50,2,0,0,7,6,72,4,Jornada 26,1
6,2,2,12,63,101,2,12,17,2,0,0,11,,19,8,Temporada 2012-13,17,7,Valencia,Levante,76,4,0,0,8,5,83,2,Jornada 26,4
5,2,1,20,56,73,0,20,20,2,0,0,3,,9,11,Temporada 2012-13,20,8,Getafe,Zaragoza,57,3,0,0,4,4,73,5,Jornada 26,7
5,5,0,16,73,98,0,16,22,1,0,0,4,,10,12,Temporada 2012-13,22,7,Atlético,Espanyol,75,1,0,0,3,7,102,5,Jornada 25,4
6,5,3,18,47,97,0,18,11,3,0,0,7,,21,3,Temporada 2012-13,11,2,Betis,Málaga,77,1,0,0,11,3,76,2,Jornada 25,2
11,1,2,14,67,88,2,14,11,1,0,0,10,,18,17,Temporada 2012-13,11,2,Rayo,Valladolid,70,5,0,0,9,1,93,2,Jornada 25,4
4,3,3,14,83,94,1,14,11,2,0,0,3,,13,9,Temporada 2012-13,11,3,Celta,Granada,69,3,0,0,4,3,112,3,Jornada 25,4
10,1,1,10,77,94,1,10,12,2,0,0,3,,17,7,Temporada 2012-13,12,5,Barcelona,Sevilla,69,4,0,0,4,2,88,0,Jornada 25,1
5,4,2,17,74,97,2,17,18,2,0,1,7,,15,10,Temporada 2012-13,18,4,Zaragoza,Valencia,69,8,0,0,6,4,98,5,Jornada 25,5
13,4,0,13,77,92,3,13,10,1,0,0,11,,15,15,Temporada 2012-13,10,2,Mallorca,Getafe,73,5,0,0,5,4,97,3,Jornada 25,5
3,5,7,11,67,85,2,11,13,1,0,0,6,,15,17,Temporada 2012-13,13,9,Deportivo,R. Madrid,72,8,0,0,5,5,96,3,Jornada 25,5
7,5,1,17,70,87,3,17,21,1,0,0,10,,18,13,Temporada 2012-13,21,4,Athletic,R. Sociedad,53,5,0,0,5,1,92,3,Jornada 25,4
3,1,0,11,82,107,3,11,12,0,0,0,3,,4,15,Temporada 2012-13,12,5,Valladolid,Atlético,77,7,0,0,0,0,118,3,Jornada 24,4
11,2,3,11,60,98,1,11,15,1,0,0,9,,0,5,Temporada 2012-13,15,6,R. Sociedad,Levante,77,5,0,0,0,6,89,2,Jornada 24,4
2,4,6,11,56,86,0,11,19,2,0,0,4,,14,15,Temporada 2012-13,19,3,R. Madrid,Rayo,54,2,0,0,6,4,79,3,Jornada 24,8
2,1,1,13,68,80,0,13,17,2,0,1,4,,5,20,Temporada 2012-13,17,10,Valencia,Mallorca,57,7,0,0,2,3,84,5,Jornada 24,6
5,0,6,14,68,111,0,14,14,1,0,0,9,,15,14,Temporada 2012-13,14,10,Málaga,Athletic,71,6,0,0,5,2,93,2,Jornada 24,8
1,0,6,15,68,80,2,15,14,1,0,0,4,,7,18,Temporada 2012-13,14,6,Granada,Barcelona,57,7,0,0,4,1,86,2,Jornada 24,1
8,3,2,16,53,91,1,16,9,3,0,0,6,,19,7,Temporada 2012-13,9,5,Getafe,Celta,68,2,0,0,9,1,79,1,Jornada 24,4
7,4,2,24,71,96,0,24,11,1,0,0,8,,8,10,Temporada 2012-13,11,8,Osasuna,Zaragoza,61,3,0,0,5,6,99,7,Jornada 24,4
6,1,2,21,54,72,1,21,3,3,0,0,12,,19,13,Temporada 2012-13,3,8,Sevilla,Deportivo,56,6,0,0,8,1,72,5,Jornada 24,7
9,2,0,17,80,113,0,17,14,1,0,0,10,,14,5,Temporada 2012-13,14,4,Atlético,Betis,84,2,0,0,6,4,109,3,Jornada 22,4
4,7,2,15,66,99,1,15,12,1,0,0,3,,7,15,Temporada 2012-13,12,4,Málaga,Zaragoza,70,5,0,0,3,5,110,4,Jornada 22,6
9,2,1,12,60,96,0,12,14,3,0,0,11,,27,6,Temporada 2012-13,14,7,R. Sociedad,Mallorca,74,4,0,0,12,3,85,2,Jornada 22,4
12,0,1,16,72,102,1,16,18,2,0,0,8,,16,10,Temporada 2012-13,18,3,Sevilla,Rayo,76,4,0,0,5,4,102,5,Jornada 22,4
5,3,3,18,50,76,1,18,16,3,0,1,,,12,13,Temporada 2012-13,16,,Getafe,Deportivo,52,4,0,0,4,7,73,4,Jornada 22,5
4,1,5,19,77,101,0,19,7,1,0,0,1,,5,17,Temporada 2012-13,7,7,Granada,R. Madrid,72,4,0,0,1,3,101,2,Jornada 22,8
12,5,3,9,78,125,0,9,15,1,0,0,5,,17,12,Temporada 2012-13,15,5,Osasuna,Celta,95,2,0,0,5,3,110,2,Jornada 22,9
9,2,2,11,84,110,2,11,15,3,0,0,6,,14,11,Temporada 2012-13,15,6,Espanyol,Levante,82,4,0,0,6,2,104,1,Jornada 22,6
7,0,0,7,72,101,2,7,10,2,0,0,7,,10,18,Temporada 2012-13,10,10,Valladolid,Athletic,75,11,0,0,4,2,94,1,Jornada 22,7
5,5,6,11,72,83,2,11,5,1,0,0,4,,9,14,Temporada 2012-13,5,6,Zaragoza,R. Sociedad,61,6,0,0,3,0,92,5,Jornada 23,6
2,2,2,17,73,98,1,17,14,2,0,0,3,,10,20,Temporada 2012-13,14,11,Rayo,Atlético,68,7,0,0,3,1,104,2,Jornada 23,8
12,6,2,11,70,91,4,11,16,0,0,0,15,,16,9,Temporada 2012-13,16,4,Athletic,Espanyol,62,6,0,0,5,6,101,2,Jornada 23,3
,1,0,13,69,100,1,13,9,6,0,0,2,,17,6,Temporada 2012-13,9,5,Barcelona,Getafe,77,2,0,0,10,2,91,1,Jornada 23,
5,1,3,19,58,79,1,19,19,4,0,0,6,,18,12,Temporada 2012-13,19,8,R. Madrid,Sevilla,53,7,0,0,10,3,75,6,Jornada 23,9
5,4,5,9,85,116,3,9,13,0,0,1,10,,15,15,Temporada 2012-13,13,4,Deportivo,Granada,87,6,0,0,1,3,113,3,Jornada 23,5
8,4,2,19,71,104,0,19,15,3,0,0,7,,10,13,Temporada 2012-13,15,8,Rayo,Betis,69,4,0,0,7,3,109,6,Jornada 21,5
8,10,2,11,59,94,1,11,8,5,0,0,6,,19,3,Temporada 2012-13,8,3,Barcelona,Osasuna,64,1,0,0,10,3,78,1,Jornada 21,2
13,3,1,13,66,93,3,13,16,2,1,0,5,,23,5,Temporada 2012-13,16,1,Mallorca,Málaga,74,3,0,0,3,3,84,3,Jornada 21,3
8,2,0,9,64,80,0,9,13,3,0,0,11,,21,17,Temporada 2012-13,13,11,Athletic,Atlético,58,7,0,0,10,4,90,1,Jornada 21,9
11,2,6,8,71,92,0,8,16,4,0,0,12,,22,6,Temporada 2012-13,16,4,R. Madrid,Getafe,64,3,0,0,13,5,84,2,Jornada 21,3
5,1,2,14,67,73,1,14,7,1,0,0,5,,11,15,Temporada 2012-13,7,5,Celta,R. Sociedad,51,4,0,0,4,3,85,5,Jornada 21,7
5,2,1,16,59,96,0,16,17,0,0,0,9,,13,6,Temporada 2012-13,17,7,Zaragoza,Espanyol,65,2,0,0,4,5,91,3,Jornada 21,5
8,1,7,16,69,89,3,16,10,2,0,1,5,,11,21,Temporada 2012-13,10,15,Deportivo,Valencia,61,11,0,0,7,2,98,4,Jornada 21,13
3,1,1,12,85,95,1,12,9,2,0,0,8,,17,11,Temporada 2012-13,9,4,Levante,Valladolid,76,5,0,0,7,1,102,3,Jornada 21,5
9,0,0,15,76,89,0,15,14,2,0,0,7,,12,10,Temporada 2012-13,14,5,Atlético,Levante,66,2,0,0,5,4,102,1,Jornada 20,6
9,2,4,22,72,91,5,22,13,0,0,0,9,,20,13,Temporada 2012-13,13,4,Valencia,R. Madrid,64,7,0,0,5,4,93,3,Jornada 20,5
5,6,1,13,61,93,0,13,15,2,0,0,10,,13,12,Temporada 2012-13,15,5,Valladolid,Zaragoza,66,2,0,0,7,3,87,1,Jornada 20,6
8,5,4,17,82,111,1,17,19,2,0,0,3,,9,16,Temporada 2012-13,19,7,Osasuna,Deportivo,80,6,0,0,4,1,102,5,Jornada 20,6
5,2,2,12,67,95,0,12,12,2,0,0,6,,13,15,Temporada 2012-13,12,6,Granada,Rayo,72,4,0,0,6,4,94,2,Jornada 20,10
3,5,2,14,58,84,2,14,15,3,0,0,8,,14,8,Temporada 2012-13,15,2,R. Sociedad,Barcelona,68,5,0,0,7,4,76,3,Jornada 20,6
5,1,3,11,60,90,1,11,8,1,0,0,8,,11,11,Temporada 2012-13,8,5,Málaga,Celta,74,5,0,0,7,5,91,2,Jornada 20,4
3,1,2,9,65,87,1,9,10,1,0,0,4,,8,13,Temporada 2012-13,10,6,Getafe,Sevilla,63,3,0,0,4,2,99,4,Jornada 20,8
6,4,2,13,74,94,0,13,14,2,0,0,3,,11,8,Temporada 2012-13,14,4,Betis,Levante,75,2,0,0,5,4,103,2,Jornada 19,4
10,4,2,12,76,101,0,12,15,2,0,0,10,,14,4,Temporada 2012-13,15,4,Atlético,Zaragoza,79,1,0,0,5,3,103,1,Jornada 19,4
